,movie_no,movie_name,movie_year,movie_certificate,movie_runtime,movie_genre,movie_score,movie_gross,movie_director,movie_star,movie_writer,tomatoter,audience
2658,2658,chef,2014,R,115 minutes,Comedy,,"$23,678,226",Jon Favreau,"Jon Favreau, John Leguizamo, Sofía Vergara, Bobby Cannavale, Dustin Hoffman, Scarlett Johansson, Oliver Platt, Robert Downey Jr., Emjay Anthony, Amy Sedaris, Russell Peters, Chase Grimm, Will Schutze, Gloria Sandoval, Jose C. Hernández ""Perico"", Alberto Salas, Alfredo Ortiz, Daniel Palacio, Mauricio DelMonte, Leonardo DaNilo, Nili Fuller, Charles Lao, Benjamin Jacob, Aaron Franklin, Gary Clark Jr, Roy Choi",Jon Favreau,87%,85%
2659,2659,jobs,2013,PG-13,129 minutes,Drama,,"$16,117,443",Joshua Michael Stern,"Ashton Kutcher, Josh Gad, Matthew Modine, J.K. Simmons, Lesley Ann Warren, Ron Eldard, Ahna O'Reilly, Victor Rasuk, John Getz, Kevin Dunn, James Woods, Nelson Franklin, Eddie Hassell, Elden Henson, Dermot Mulroney, Lukas Haas, Lenny Jacobson, Brett Gelman, Brad William Henke, Giles Matthey, Robert Pine, Clint Jung, David Denman, Masi Oka, Abby Brammell, Annika Bertea, Paul Baretto, Amanda Crew, Samm Levine, Cody Chappel, Joel Murray, William Mapother, Scott Krinsky, Evan Helmuth, Laura Niemi, Jim Turner, Clayton Rohner, Rachel Rosenstein, Christopher Curry, Mark Kassen, Dan Shaked, Duncan Bravo, Kent Shocknek, Aaron Kuban, Olivia Johnson, Alan Purwin",Matt Whiteley,28%,40%
2660,2660,the counselor,2013,R,117 minutes,Mystery & Suspense,,"$14,696,331",Ridley Scott,"Michael Fassbender, Penelope Cruz, Cameron Diaz, Javier Bardem, Brad Pitt, Dean Norris, John Leguizamo, Natalie Dormer, Goran Visnjic, César Aguirre, Daniel Holguin, Christopher Obi, Bruno Ganz, Paris Jefferson, Dar Dash, Richard Cabral, Rosie Perez, Alex Hafner, Andrea Deck, Sam Spruell, Toby Kebbell, Emma Rigby, Edgar Ramirez, Eben Young, Richard Brake, Barbara Durkin, Giannina Facio, Velibor Topic, Jose Juan Rodriguez, Alexander Biggie, Pablo Paredes, Cavassa Ventura, Frank Spano, Alejandro Marzal, Gerard Monaco, Fernando Cayo, Carlos Julio Molina, Ruben Blades, Donna Air, Marco Tulio Luna Ramirez, Lida Cardona, Roger Dalmases, Julien Vialon",Cormac McCarthy,35%,23%
2661,2661,earth: one amazing day,2017,G,95 minutes,"Documentary, Kids & Family",,,"Richard Dale, Peter Webber, Lixin Fan","Robert Redford, Jackie Chan","Frank Cottrell Boyce, Richard Dale, Yan Geling",100%,81%
2662,2662,sunshine superman,2015,PG,100 minutes,"Documentary, Special Interest",,"$83,537",Marah Strauch,NoStar,Marah Strauch,91%,66%
2663,2663,dixieland,2015,NR,99 minutes,Mystery & Suspense,,,Hank Bedford,"Chris Zylka, Riley Keough, Faith Hill, Spencer Rocco Lofranco, RJ Mitte, Brad Carter, Steve Earle, Davis Cannada, Pedro Anaya Perez, John Clofine, Rachel Drayke, James W. Evermore, Sergio Figueroa, James Evermore, Mick Foley, Carl Fritscher, Fabian Moreno, Hans Marrero, Luis Hernández, Jamie Jordan, Alexa Rohde, Clint Hedgepeth, Mario Tolliver, Corey Jantzen, Alex Calhoon, Katie Shurden, Bo Powell, Shy Pilgreen, John Read, Natasha Renfrow, Jimmie Nichols, Karen Cooper, Tom Parker, Anthony Washington",Hank Bedford,11%,42%
2664,2664,mom and me,2017,NR,77 minutes,"Art House & International, Documentary",,,Ken Wardrop,NoStar,Ken Wardrop,100%,43%
2665,2665,transformers: the last knight,2017,PG-13,,"Action & Adventure, Drama, Science Fiction & Fantasy",,"$130,104,634",Michael Bay,"Mark Wahlberg, Anthony Hopkins, Josh Duhamel, Laura Haddock, Isabela Moner, Tyrese Gibson, Stanley Tucci, John Turturro, Peter Cullen, John Goodman, Ken Watanabe","Ken Nolan, Matt Holloway, Art Marcum",16%,45%
2666,2666,nas: time is illmatic,2014,NR,78 minutes,"Documentary, Special Interest",,"$151,366",One9,"Nas, Jabari Jones, Olu Dara, Fab 5 Freddy, Alicia Keys, Pete Rock and CL Smooth, Q-Tip, Busta Rhymes",Erik Parker,100%,84%
2667,2667,bullet head,2017,R,93 minutes,Drama,,,Paul Solet,"Adrien Brody, John Malkovich, Antonio Banderas, Rory Culkin, Alexandra Dinu, Ori Pfeffer, Cristina Segovia, Owen Davis, Velizar Binev, Keith D. Evans, Jason Fenton, Clive Sawyer, Jason Francis",Paul Solet,53%,28%
2668,2668,jem and the holograms,2015,PG,118 minutes,"Action & Adventure, Musical & Performing Arts, Science Fiction & Fantasy",,,Jon M. Chu,"Aubrey Peeples, Stefanie Scott, Aurora Perrineau, Hayley Kiyoko, Molly Ringwald, Ryan Guzman, Juliette Lewis, Nicholas Braun, Isabella Rice, Isabella Kai Rice, Nathan Moore, Nathan J. Moore, Justin Alastair, Barnaby Carpenter, Mischke Butler, Christy Marx, Hana Mae Lee, Marcei Brubaker, Katie Findlay, Eiza Gonzalez, Jackie Tohn, Kesha, Alicia Keys, Jason Kennedy, Samantha Newark, Jackie Thon, Ken Baker, Britta Phillips, Ryan Hansen, Quddus, Chris Pratt, Dwayne Johnson, Jimmy Fallon, Brendan Egan, Wynter Perrineau, Jae Bireley, Kristian Favors, Jordan Morgan",Ryan Landels,19%,40%
2669,2669,growing up smith,2017,PG-13,102 minutes,"Comedy, Drama, Kids & Family",,"$14,867",Frank Lotito,"Jason Lee, Anjul Nigam, Brighton Sharbino, Hilarie Burton, Roni Akurati, Poorna Jagannathan, Samrat Chakrabarti, Shoba Narayanan, Jake Busey, Tim Guinee, Alison Wright","Anjul Nigam, Paul Quinn, Gregory Scott Houghton",70%,81%
2670,2670,prisoners,2013,R,153 minutes,"Drama, Mystery & Suspense",,"$60,962,878",Denis Villeneuve,"Jake Gyllenhaal, Hugh Jackman, Viola Davis, Paul Dano, Maria Bello, Melissa Leo, Terrence Howard, Dylan Minnette, Zoe Soul, Erin Gerasimovich, Kyla-Drew Simmons, Wayne Duvall, Len Cariou, David Dastmalchian, Brad James, Anthony Reynolds, Robert C. Treveiler, Sandra Ellis Lafferty, Victoria Elizabeth Staley, Todd Truley, Brian Daye, Alisa Harris, Rob Mello, Jeff Pope, Rodrick Lee Goins, Mark Drum, Lana Yoo, Pam Smith, Gloria Webber, Michelle Keller, John Atwood, Stacy Melich, J. Omar Castro, Jane McNeill",Aaron Guzikowski,82%,87%
2671,2671,rosewater,2014,R,103 minutes,Drama,,,Jon Stewart,"Gael García Bernal, Kim Bodnia, Haluk Bilginer, Shohreh Aghdashloo, Golshifteh Farahani, Claire Foy, Dimitri Leonidas, Amir El-Masry, Nasser Faris, Kambiz Hosseini, Hamid Masri, Numan Acar, Ayman Sharaiha, Ali Elayan, Zeid Kattan, Nidal Ali, Alex Claus, Firas Fanni, Alaadin Khasawneh, Wissam Tobaileh, Amir Rahimzadeh, Manar Mughrabi, Arian Moayed, Mohammed Abdel Raheem, Manaf Irani, Mohammad Sami, Miles Jupp, Andrew Gower, Lindsey Hilsum, Edward Ward, Jason Jones, Jonathan Hopper, Bassam Hanna, Nafisa Ghazi, Hassan Sha'er, Ahmad Massad, Hamza Muhaisen, Ali Hussein, Saro Karaoghlanian, Hannah Douglas, Eyad Zoubi, Saif Goussous",Jon Stewart,77%,68%
2672,2672,code black,2014,NR,82 minutes,"Documentary, Special Interest",,"$150,290",Ryan McGarry,"Ryan McGarry, Andrew Eads, M.D., Luis Enriquez, R.N., Danny Cheng, M.D., Arash Kohanteb, M.D., William ""Billy"" Mallon, M.D., Edward Newton M.D., Dave Pomeranz, M.D., Jamie Eng, Richard Goldberg, Stuart Swadron, Clare Roepke, Sean Henderson","Ryan McGarry, Joshua Altman",89%,80%
2673,2673,creep,2015,R,80 minutes,"Comedy, Horror, Romance",,,Patrick Brice,"Mark Duplass, Patrick Brice","Mark Duplass, Patrick Brice",96%,64%
2674,2674,'71,2015,PG-13,100 minutes,"Action & Adventure, Drama",,"$1,286,219",Yann Demange,"Jack O'Connell, Sean Harris, Jack Lowden, Charlie Murphy (V), Paul Anderson (XVIII), Richard Dormer, Martin McCann, David Wilmot, Killian Scott, Paul Popplewell, Babou Ceesay, Corey McKinley, Valene Kane, Ben Peel, Sam Hazeldine, Gerard Jordan, Sam Reid, Barry Keoghan, Dawn Bradfield, Liam McMahon, Joshua Hill (IV), Adam Nagaitis, Ben Williams-Lee, Jonah Russell, Harry Verity, Peter McNeil O'Connor, James McArdle, Andy Moore, Amy Molloy, Aaron Lynch, Tom Cowling, Aaron Monaghan, Eabha MacCabe, Paul Kennedy, Emmet Kirwan, Barry Barnes, Chris Patrick Simpson, Terence Keeley, Jim Sturgeon, Gregory Burke, Cathy White",Gregory Burke,95%,81%
2675,2675,xx,2017,R,81 minutes,Horror,,"$30,611","Roxanne Benjamin, Annie Clark, Karyn Kusama, Jovanka Vuckovic","Natalie Brown, Melanie Lynskey, Breeda Wool, Christina Kirk, Sheila Vand, Sanai Victoria, Lindsay Burdge, Jonathan Watton, Peter DaCunha, Peyton Kennedy, Casey Adams, Angela Trimbur, Morgan Krantz, Kyle Allen, Mike Doyle, Brenda Wehle, Morgan Peter Brown, Lisa Renee Pitts, Lisa Costanza, Ruben Pla, Curt Cornelius","Karyn Kusama, Roxanne Benjamin, Jovanka Vuckovic, Annie Clark",73%,19%
2676,2676,the last face,2017,R,130 minutes,"Drama, Romance",,,Sean Penn,"Charlize Theron, Javier Bardem, Adèle Exarchopoulos, Jared Harris, Jean Reno, Denise Newman, Sibongile Mlambo, Bronwyn Reed, Ebby Weyime, Sarah Muhoho, Justin Miccoli",Erin Dignam,5%,34%
2677,2677,do you believe?,2015,PG-13,115 minutes,Drama,,"$9,172,156",Jonathan M. Gunn,"Ted McGinley, Mira Sorvino, Sean Astin, Alexa PenaVega, Delroy Lindo, Andrea Logan White, Cybill Shepherd, Lee Majors, Madison Pettis, Brian Bosworth, Tracy Lindsey Melchior, Joseph Julian Soria, Valerie Dominguez, Senyo Amoaku, Mavrick Von Haug, Delpaneaux Wills, Liam Matthews, Makenzie Moss, Shwayze","Chuck Konzelman, Cary Solomon",21%,83%
2678,2678,live at the foxes den,2013,NR,103 minutes,Drama,,,Michael Kristoff,"Jackson Rathbone, Pooch Hall, Jack Holmes, Jocelin Donahue, Brian Doyle-Murray, Bob Gunton, Elliott Gould, Caity Lotz, Carly Craig, Mark Famiglietti, Xander Berkeley, Christina Pickles, John Francis, Bob Harvey, Steven Rozic, Kristin VanBuren, Katharine Leonard, Christopher J. Kristoff, John Coffey, Derek Weston, Tanja David, Jami Platt, Joe Dioletto, Wayne Morse, Lawrence Abrams, Tony Austin, David Beauchamp, Bobby Wright, Lisa Friedman, David Loughry, Michael Hicks, Angela Jones","Michael Kristoff, Jack Holmes",0%,74%
2679,2679,loves her gun,2014,NR,99 minutes,"Action & Adventure, Drama",,,Geoff Marslett,"Heather Kafka, Trieste Kelly Dunn, Francisco Barreiro, Ashley Rae Spillers, Melissa Bisagni, John Merriman, Miranda Childs, Chris Doubek, Jennymarie Jemison","Geoff Marslett, Lauren Modery, Geoff Lerer",75%,58%
2680,2680,thor: the dark world,2013,PG-13,112 minutes,"Action & Adventure, Science Fiction & Fantasy",,"$206,360,018",Alan Taylor,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Stellan Skarsgard, Idris Elba, Christopher Eccleston, Adewale Akinnuoye-Agbaje, Kat Dennings, Ray Stevenson, Zachary Levi, Anthony Hopkins, Jaimie Alexander, Rene Russo, Tadanobu Asano, Alice Krige, Claire Brown, Clive Russell, Jonathan Howard, Ramone Morgan, Obada Alassadi, Imaan Chentouf, Henry Calcutt, Ava Estella Caton, Abbie McCann, Thomas Arnold, Sam Swainsbury, Connor Donaghey, Royce Pierreson, Annabel Norbury, Sophie Cosson, Chris O'Dowd, Justin Edwards, Gruffudd Glyn, Richard Brake, Stan Lee, Steve Scott, Brett Tucker, Talulah Riley, Richard Wharton","Christopher Yost, Christopher Markus, Stephen McFeely",66%,77%
2681,2681,chasing the dragon,2017,NR,128 minutes,"Drama, Mystery & Suspense",,"$456,854","Jason Kwan, Jing Wong","Donnie Yen, Andy Lau, Kent Cheng, Philip Keung, Wilfred Lau",,60%,75%
2682,2682,concussion,2013,R,93 minutes,Drama,,,Stacie Passon,"Robin Weigert, Maggie Siff, Jonathan Tchaikovsky, Janel Moloney, Johnathan Tchaikovsky, Jonathan Tchaikovsky, Julie Fain Lawrence, Emily Kinney, Laila Robins",Stacie Passon,73%,48%
2683,2683,big ass spider!,2013,PG-13,85 minutes,"Comedy, Science Fiction & Fantasy",,,Mike Mendez,"Greg Grunberg, Lombardo Boyar, Clare Kramer, Ray Wise, Patrick Bauchau, Ceiri Torjussen, Lin Shaye","Gregory Gieras, Gregory Gieras",76%,44%
2684,2684,you will be my son,2013,R,102 minutes,Drama,,,Gilles Legrand,"Niels Arestrup, Lorant Deutsch, Patrick Chesnais, Anne Marivin, Urbain Cancelier, Nicolas Bridet, Valérie Mairesse, Shirley Bousquet, Jean-Marc Roulot, Xavier Robic, Nicolas Marie, Hélène de Saint-Père","Delphine DeVigand, Gilles Legrand",89%,69%
2685,2685,diana,2013,PG-13,107 minutes,Drama,,"$1,049,915",Oliver Hirschbiegel,"Naomi Watts, Naveen Andrews, Douglas Hodge, Charles Edwards, Geraldine James, Juliet Stevenson, Daniel Pirrie, Cas Anvar, Jonathan Kerrigan, Laurence Belcher, Harry Holland, Leeanda Reddy, Art Malik, Michael Hadley, Rose O'Loughlin, Christopher Birch, Michael Byrne, Raffaello Degruttola, Nathaniel Facey, Usha Khan, Afzal Khan, Rafiq Jajbhay, Kasthuri Singh, Edna Jaire, Alex Elliott, Cleone Cassidy, Alex Elliot, Lee Asquith-Coe, Nicola Barber, Daniel Bayle, Will Chitty, Richard Corgan, Ameer Choudrie, Chris Cowlin, Ilan Goodman, Shane Hart, Richard Herdman, Tessa Jubber, Chonradee Kulthap, Prasanna Puwanarajah, Enzo Squillino Jr., Mary Stockley, Max Wrottesley",Stephen Jeffreys,8%,25%
2686,2686,drew: the man behind the poster,2013,NR,96 minutes,"Documentary, Musical & Performing Arts, Special Interest",,"$3,078",Erik Sharkey,"Steve Guttenberg, George Lucas, Steven Spielberg, Bob Gale, Harrison Ford, Alice Cooper, Michael J. Fox, Frank Darabont, Leonard Maltin, Guillermo del Toro, Thomas Jane, Michael Uslan, Joanna Cassidy","Erik Sharkey, Charles Ricciardi, Greg Boas, Jeff Yorkes",50%,71%
2687,2687,jigsaw,2017,R,91 minutes,"Drama, Horror",,"$36,462,005","Michael Spierig, Peter Spierig","Matt Passmore, Callum Keith Rennie, Clé Bennett, Hannah Emily Anderson, Laura Vandervoort, Mandela Van Peebles, Paul Braunstein, Brittany Allen, Josiah Black, Edward Ruttle, Tobin Bell","Josh Stolberg, Peter Goldfinger",34%,91%
2688,2688,ghostbusters,2016,PG-13,105 minutes,"Action & Adventure, Comedy, Science Fiction & Fantasy",,"$128,344,089",Paul Feig,"Melissa McCarthy, Kristen Wiig, Kate McKinnon, Leslie Jones, Charles Dance, Chris Hemsworth, Michael Kenneth Williams, Nathan Corddry, Matt Walsh, Sigourney Weaver, Andy Garcia, Bill Murray, Dan Aykroyd, Cecily Strong, Ernie Hudson, Zach Woods, Karan Soni, Ed Begley Jr., John Milhiser, Ben Harris, Bess Rous, Steve Higgins, Neil Casey, Dave Allen, Katie Dippold, Daniel Ramis, Pat Kiernan, Michael McDonald, Jaime Pacheco, Eugene Cordero, Ryan Levine, Theodore Shapiro, Davey Jones, Matteo Borghese, Ozzy Osbourne, Jeanine Ramirez, Jessica Chaffin, Jamie Denbo, Toby Huss, Annie Potts, Cheryl Wills, Sam Richardson, Steve Bannos, Tom Yi, Susan Park, Milana Vayntrub, Adam Ray, Anthony Viveiros, Stephen Boss, Rosanna Scotto, Adam Ray, Greg Kelly, Al Roker, Dan Teicher, Robin Shelby, Johnny Higgins","Paul Feig, Katie Dippold",74%,52%
2689,2689,chennai express,2013,NR,141 minutes,"Action & Adventure, Comedy, Romance",,,Rohit Shetty,"Shah Rukh Khan, Deepika Padukone, Sathyaraj, Nikitin Dheer, Kamini Kaushal, Lekh Tandon, Mukesh Tiwari, Mohan Raman, Rakesh Kukreti","Yunus Sajawal, Robin Bhatt",54%,52%
2690,2690,chi-raq,2015,R,118 minutes,Drama,,"$2,647,378",Spike Lee,"Nick Cannon, Teyonah Parris, Wesley Snipes, Angela Bassett, Tony Fitzpatrick, Jennifer Hudson, Samuel L. Jackson, John Cusack, D.B. Sweeney, Harry Lennix, Steve Harris, Dave Chappelle, Anya Engel-Adams, La La Anthony, David Patrick Kelly, Michelle Mitchenor, Harry J. Lennix, William Gines, Sarunas Jackson, Anthony Chisholm, George Willborn, Thomas Jefferson Byrd","Kevin Willmott, Spike Lee, Kevin Willmott",81%,50%
2691,2691,reach me,2014,PG-13,95 minutes,Drama,,,John Herzfeld,"Kyra Sedgwick, Danny Aiello, Cary Elwes, Kevin Connolly, Sylvester Stallone, Tom Berenger, Nelly, Thomas Jane, Terry Crews, Kelsey Grammer, Lauren Cohan, Ryan Kwanten, Tom Sizemore, Omari Hardwick, Elizabeth Henstridge, David O'Hara, Danny Trejo, Rebekah Chaney, Jarrod Bunch, Christoph M. Ohrt, Lou Mulford, Chuck Zito, Urijah Faber, Frank Pesce, Frank Stallone, Meadow Williams, Darius McCrary, Sally Kellerman, Hector Atreyu Ruiz, Scarlet Rose Stallone, Noel Gugliemi, Jocelyn Wright, Aldo Juliano, Scott Wilder, Jaden Martin, Doug Plasse, Rick Aiello, Scott Reitz, Casey Thomas Brown, Stefanos Miltsakakis, Nicky Hawthorne, Danny Saber, Chas Scherer, Spice Williams-Crosby, Frank Valli Jr., Kee Chan, Sky Young, Max Kleven, Joey Dillon, John Herzfeld, Holland Herzfeld, Daffany McGaray Clark, Oleg Taktarov, Glenn Keogh, Jeanette Branch, Armando Gutierrez, Ayesha Fraser, Prince Shah",John Herzfeld,4%,48%
2692,2692,speech & debate,2017,PG-13,115 minutes,"Comedy, Drama",,,Dan Harris,"Liam James, Sarah Steele, Austin McKenzie, Roger Bart, Janeane Garofalo, Wendi McLendon-Covey, Kal Penn, Kimberly Williams-Paisley, Skylar Astin, Lin-Manuel Miranda, Sarah Baker, Ryan Scott Lee, Logan Shroyer, Lucy DeVito, Lester '""Rasta"" Speight, Anna Margaret, Jeremy Rowley, Gideon Glick, Robert Peters, Sam Furman, Angel Giuffria, Edgar Arreola, Bryce Romero, Ana Cristina Franco, Nicholas James Reilly, Karen Kaia Livers, Sloane Warren",Stephen Karam,55%,51%
2693,2693,match,2015,R,94 minutes,"Comedy, Drama",,"$30,469",Stephen Belber,"Patrick Stewart, Carla Gugino, Matthew Lillard, Jaime Tirelli, Rob Yang",Stephen Belber,75%,67%
2694,2694,after,2014,R,101 minutes,"Drama, Mystery & Suspense",,,Pieter Gaspersz,"Kathleen Quinlan, John Doman, Pablo Schreiber, Sabrina Gennarino, Adam Scarimbolo, Diane Neal, Darrin Dewitt Henson, Bruno Gunn, Mandy Gonzalez, Kim Estes, Joseph Ferrante, Tracy Howe, Whit Washing, Alexi Maggio, Susan Kwik, Patricia Lewis Browne",Sabrina Gennarino,8%,65%
2695,2695,foxcatcher,2014,R,130 minutes,Drama,,"$9,744,477",Bennett Miller,"Steve Carell, Channing Tatum, Mark Ruffalo, Sienna Miller, Vanessa Redgrave, Anthony Michael Hall, Guy Boyd, Brett Rice, Dave Bennett, Jackson Frazer, Samara Lee, Francis J. Murphy III, Jane Mowder, Lee Perkins, Robert Haramia, Daniel Hilt, Bryan Cook, David Zabriskie, Zach Rey, Reece Humphrey, J.D. Bergman, Corey Jantzen, Frederick Feeney, Mark Schultz, Kemp Lee, Jake Herbert, Donald Modrick, Gabrielle B. Burton, Kevin Cooke, Richard E. Chapla Jr., Bill Ehrin, Roger Callard, Dan Anders, Barry Vlanich, Sam Brehm, Stan Dziedzic, David Miller, Bruce Baumgartner, Joey Russo, Ken Williams, Gene Mills, John C. Baxter, Rick Steigerwald, Mark Snider, Jazz Securo, Alan Oppenheimer, Corey Walker","Dan Futterman, E. Max Frye",88%,66%
2696,2696,the snowman,2017,R,,"Drama, Mystery & Suspense",,"$6,658,715",Tomas Alfredson,"Michael Fassbender, Rebecca Ferguson, Charlotte Gainsbourg, Val Kilmer, J.K. Simmons, Chloë Sevigny, Sofia Helin, Toby Jones, James D'Arcy, David Dencik, Jamie Clayton, Silvia Busuioc, Jakob Oftebro, Ronan Vibert","Hossein Amini, Peter Straughan",8%,19%
2697,2697,how murray saved christmas,2014,NR,,Animation,,,Peter Avanzino,"Dennis Haysbert, Tom Kenny, Jason Alexander, John Ratzenberger, Sean Hayes",,50%,63%
2698,2698,hunting elephants,2015,NR,88 minutes,Comedy,,,Reshef Levi,"Sasson Gabai, Moni Moshonov, Patrick Stewart, Gil Blank, Yaël Abecassis, Zvika Hadar, Herzl Tobey, Moshe Ivgy, Rotem Ziesman-Cohen, Meirav Koperberg, Tikva Dayan, Alexander Peleg, Eyal Rozales, Tzvi Shissel, Ezra Dagan, Shoshana Shani",Reshef Levi,36%,60%
2699,2699,against the sun,2015,PG,100 minutes,"Action & Adventure, Drama",,,"Brian Falk, Brian Peter Falk","Garret Dillahunt, Tom Felton, Jake Abel, Nadia Parra","Brian Falk, Mark David Keegan, Brian Peter Falk",70%,49%
2700,2700,my big night,2016,NR,100 minutes,"Art House & International, Comedy",,,Álex de la Iglesia,"Raphael, Mario Casas, Pepón Nieto, Blanca Suárez, Santiago Segura, Carlos Areces, Carmen Machi, Hugo Silva (III), Carolina Bang, Ana María Polvorosa, Terele Pavez, Tejada Enrique Villen, Alberto Chaves","Álex de la Iglesia, Jorge Guerricaechevarría",88%,62%
2701,2701,the end of the tour,2015,R,105 minutes,Drama,,,James Ponsoldt,"Jesse Eisenberg, Jason Segel, Ron Livingston, Anna Chlumsky, Joan Cusack, Mickey Sumner, Becky Ann Baker, Mamie Gummer",Donald Margulies,91%,82%
2702,2702,big sur,2013,R,100 minutes,"Drama, Special Interest",,"$35,927",Michael Polish,"Jean-Marc Barr, Kate Bosworth, Josh Lucas, Radha Mitchell, Anthony Edwards, Henry Thomas, Stana Katic, Balthazar Getty, Patrick Fischler, John Robinson (I), Jasper Polish, Vanessa Ross, Richard Conti, Natasha Goss, Jeffrey Ferguson, Deanna Marks, Shelby Lyon, Katrina Sherwood, Talaria Haast, Jesse Soares, Veronica Loud, Brenda Marie King, David Ojakian, Seth McCracken, Bennie Bell, Peter Kepler, Briana Eason, Ryan Teeple, Jason Wong, Stevenson Heriveaux, Catherine Poon",Michael Polish,43%,38%
2703,2703,split,2017,PG-13,116 minutes,"Drama, Horror, Mystery & Suspense",,"$138,120,085",M. Night Shyamalan,"James McAvoy, Anya Taylor-Joy, Betty Buckley, Haley Lu Richardson, Jessica Sula, Brad William Henke, Izzie Leigh Coffey, Sebastian Arcelus, Neal Huff, Michael Robert Kelly, Ukee Washington, M. Night Shyamalan, Rosemary Howard, Lynn Renee, Peter Patrikios, Kash Goins, Roy Wilson, Christopher Lee Philips, Nakia Dillard, Bruce Winant",M. Night Shyamalan,75%,78%
2704,2704,preservation,2015,NR,90 minutes,"Horror, Mystery & Suspense",,,Christopher Denham,"Pablo Schreiber, Aaron Staton, Wrenn Schmidt, Cody Saintgnue, Nick Saso, Michael Chacon, Nix",Christopher Denham,58%,23%
2705,2705,the calling,2014,R,108 minutes,Mystery & Suspense,,,Jason Stone,"Susan Sarandon, Topher Grace, Gil Bellows, Ellen Burstyn, Donald Sutherland, Christopher Heyerdahl, Amanda Brugel, Kristin Booth, Katy Breier, Jane Moffat, Ella Ballentine, Paulino Nunes, Jonathan Watton, Kevin Parent, Janine Parkinson",Scott Abramovitch,51%,33%
